track_name,artist_name,genre,popularity,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,duration_ms,popularity_z,sticky
track_0,artist_0,hip hop,47,0.6436944060366767,0.3745114858794882,0.2950543774513312,72.53686675455573,-11.078830775607384,0.0545918102514654,0.5520079290615374,0.0661253795839441,0.0024208114275989,277720,0.3467052677413765,0
track_1,artist_1,hip hop,43,0.6104310894159104,0.5309472006972954,0.4073786565753245,91.55811486610595,-19.231136088520852,0.0723368421041377,0.6047915728037949,0.0833954914273775,0.5927636334131383,175640,0.11746348795998493,0
track_2,artist_2,pop,39,0.5365842464819308,0.3276748007809964,0.6531485443759486,131.7404917326446,-6.893557940772463,0.1665403444208194,0.3190032810269699,0.1132285415051577,0.2184772382888834,331554,-0.11177829182140664,0
track_3,artist_3,electronic,31,0.396148607581008,0.3360003290002034,0.6361290527848186,123.33129684948815,-8.228587440865404,0.0790808662920181,0.3778353690461323,0.0119346799519478,0.3506950107021277,399367,-0.5702618513841897,0
track_4,artist_4,rock,36,0.8318661886885435,0.1662391212551671,0.3030354619322278,90.51703614398396,-19.306822593569013,0.3031585444892693,0.5513708307156723,0.0114183223983888,0.0216008889036266,275456,-0.2837096266574503,0
track_5,artist_5,r&b,22,0.4371382754972583,0.5005555253344869,0.429438121025657,173.4146786703556,-3.447714775159606,0.0710789984236397,0.1523061446174482,0.1256232897022634,0.4766306702040986,285163,-1.0860558558923208,0
track_6,artist_6,pop,42,0.3964188992250261,0.6841022928139362,0.7104287511978747,163.62503386685427,-14.61232591234328,0.027553392387109,0.3621813667999903,0.0799600136168751,0.2407421907985601,220657,0.06015304301463704,0
track_7,artist_7,pop,66,0.7453554053833658,0.8094703005988909,0.7568191229107165,74.27182078723655,-14.844486250555212,0.1339970643928686,0.2037226729453953,0.2165592568330858,0.0801799707934754,391470,1.4356037217029864,1
track_8,artist_8,pop,45,0.4540548760384889,0.6518903868238308,0.3378865795280868,97.25040884512732,-13.948464462928554,0.163207770672847,0.163745088630347,0.0840713187113016,0.3523220275546151,132685,0.2320843778506807,0
track_9,artist_9,rock,75,0.4686890258985785,0.64907814028267,0.6005093729481652,77.6297430962682,-18.286773976583746,0.0034575468219379,0.3517588893025307,0.1041050188918559,0.2779493474684653,169683,1.9513977262111175,1
track_10,artist_10,r&b,75,0.8256105691139611,0.955681354984133,0.4365799639587302,163.18574585051488,-13.96661176213375,0.4251987647881524,0.6616034804721942,0.0406319815028179,0.15398287203286,312648,1.9513977262111175,1
